,Unnamed: 0,name,categories,address,cc,city,country,crossStreet,distance,formattedAddress,labeledLatLngs,lat,lng,neighborhood,postalCode,state,id,Checkin TipCount,venue price,venue price index,venue rating
8086,8086,Pham House,Vietnamese Restaurant,Broadhurst Gardens,GB,London,United Kingdom,,651,"['Broadhurst Gardens', 'London', 'Greater London', 'NW6 3AY', 'United Kingdom']","[{'label': 'display', 'lat': 51.54654323748191, 'lng': -0.1898732191308351}]",51.546543237481906,-0.1898732191308351,,NW6 3AY,Greater London,574605a4cd10155d800b368d,16.0,Moderate,2.0,8.2
8087,8087,Little Bay,French Restaurant,228 Belsize Rd,GB,London,United Kingdom,Abbey Rd,414,"['228 Belsize Rd (Abbey Rd)', 'London', 'Greater London', 'NW6 4BT', 'United Kingdom']","[{'label': 'display', 'lat': 51.538613981150895, 'lng': -0.19047682724844553}]",51.538613981150895,-0.1904768272484456,,NW6 4BT,Greater London,4c619bcaeb82d13a596303d6,33.0,Expensive,3.0,7.8
8091,8091,GDK German Doner Kebab,Doner Restaurant,304 Kilburn High Rd,GB,London,United Kingdom,,549,"['304 Kilburn High Rd', 'London', 'Greater London', 'NW6 2DB', 'United Kingdom']","[{'label': 'display', 'lat': 51.544297, 'lng': -0.200867}]",51.544297,-0.200867,,NW6 2DB,Greater London,58a8b2229168024c86918f9a,2.0,,,
8097,8097,The Cedar,Mediterranean Restaurant,202 West End Lane,GB,London,United Kingdom,,975,"['202 West End Lane', 'London', 'Greater London', 'NW6 1SG', 'United Kingdom']","[{'label': 'display', 'lat': 51.5499879470259, 'lng': -0.19144978334004673}]",51.5499879470259,-0.19144978334004675,,NW6 1SG,Greater London,5579f640498e16ce0e9c8507,2.0,Moderate,2.0,8.4
8098,8098,Ostuni,Italian Restaurant,43-45 Lonsdale Rd,GB,London,United Kingdom,,871,"['43-45 Lonsdale Rd', 'London', 'Greater London', 'NW6 6RA', 'United Kingdom']","[{'label': 'display', 'lat': 51.53671246155918, 'lng': -0.204474392111379}]",51.53671246155918,-0.204474392111379,,NW6 6RA,Greater London,51f40ed5498ea64a74fc7051,27.0,Moderate,2.0,8.2
8101,8101,Bob's Cafe,Modern European Restaurant,77 Salusbury Rd,GB,,United Kingdom,,991,"['77 Salusbury Rd', ""Queen's Park"", 'Greater London', 'NW6 6NH', 'United Kingdom']","[{'label': 'display', 'lat': 51.53548781839552, 'lng': -0.20510162210743885}]",51.53548781839552,-0.20510162210743885,Queen's Park,NW6 6NH,Greater London,583c1bb1610528301af28a28,5.0,,,8.3
8111,8111,Atariya Sushi Bar,Sushi Restaurant,79-81 Fairfax Rd,GB,London,United Kingdom,,1036,"['79-81 Fairfax Rd', 'London', 'Greater London', 'NW6 4EE', 'United Kingdom']","[{'label': 'display', 'lat': 51.54226515147229, 'lng': -0.179514129881679}]",51.54226515147229,-0.17951412988167895,,NW6 4EE,Greater London,4bcf3fa3a8b3a5930bd8615f,40.0,Moderate,2.0,8.1
8115,8115,Kish restaurant,Middle Eastern Restaurant,7-9 kilburn,GB,Paddington,United Kingdom,,729,"['7-9 kilburn', 'Paddington', 'Greater London', 'NW6 5SD', 'United Kingdom']","[{'label': 'display', 'lat': 51.535442358977505, 'lng': -0.19011508418013337}]",51.535442358977505,-0.1901150841801333,,NW6 5SD,Greater London,4c41a724ff711b8dac361205,18.0,Moderate,2.0,7.8
8123,8123,Hugo's,French Restaurant,25 Lonsdale Rd.,GB,London,United Kingdom,,775,"['25 Lonsdale Rd.', 'Brent', 'Greater London', 'NW6 6RA', 'United Kingdom']","[{'label': 'display', 'lat': 51.53725374385418, 'lng': -0.20339918436143745}]",51.53725374385418,-0.20339918436143745,,NW6 6RA,Greater London,4bdc7bc8c79cc928edc286e9,16.0,Moderate,2.0,7.7
8125,8125,Ida Restaurant,Italian Restaurant,167 Fifth Avenue,GB,,United Kingdom,Kilburn Lane,1556,"['167 Fifth Avenue (Kilburn Lane)', 'Queens Park', 'Greater London', 'W10 4DT', 'United Kingdom']","[{'label': 'display', 'lat': 51.531923558782516, 'lng': -0.21092470466576776}]",51.53192355878252,-0.21092470466576774,,W10 4DT,Greater London,4ae21293f964a520718a21e3,8.0,Moderate,2.0,8.5
8126,8126,Small & Beautifull,Italian Restaurant,351 Kilburn High Road,GB,London,United Kingdom,,657,"['351 Kilburn High Road', 'London', 'Greater London', 'NW6 7QB', 'United Kingdom']","[{'label': 'display', 'lat': 51.54516649620631, 'lng': -0.20175954333414564}]",51.54516649620631,-0.20175954333414564,,NW6 7QB,Greater London,4b01ae67f964a520824422e3,23.0,Moderate,2.0,7.6
8133,8133,Singapore Garden,Malay Restaurant,Fairfax Rd,GB,Swiss Cottage,United Kingdom,,1032,"['Fairfax Rd', 'Swiss Cottage', 'Greater London', 'NW6 4DY', 'United Kingdom']","[{'label': 'display', 'lat': 51.54209922817091, 'lng': -0.17955155895847486}]",51.54209922817091,-0.17955155895847486,,NW6 4DY,Greater London,4b2d35e0f964a52022d124e3,25.0,Moderate,2.0,7.7
8134,8134,Guglee,Indian Restaurant,7 New College Parade,GB,London,United Kingdom,Finchley Rd.,1287,"['7 New College Parade (Finchley Rd.)', 'Camden', 'Greater London', 'NW3 5EP', 'United Kingdom']","[{'label': 'display', 'lat': 51.54512536497184, 'lng': -0.17679693534645308}]",51.545125364971845,-0.17679693534645308,,NW3 5EP,Greater London,4c8a85d42e3337041672c441,12.0,Cheap,1.0,7.9
8140,8140,Toomai,Vietnamese Restaurant,,GB,London,United Kingdom,,845,"['London', 'NW6 1XJ', 'United Kingdom']","[{'label': 'display', 'lat': 51.548732115965684, 'lng': -0.191142730725204}]",51.548732115965684,-0.191142730725204,,NW6 1XJ,,53b98a4b498ebfb1adf1969d,16.0,Moderate,2.0,7.5
8149,8149,28 Church Row,Tapas Restaurant,,GB,,United Kingdom,,1915,['United Kingdom'],"[{'label': 'display', 'lat': 51.555627, 'lng': -0.1788}]",51.555627,-0.1788,,,,579b97f6498e51784c2028e0,6.0,Expensive,3.0,8.8
8153,8153,Jin Kichi | 人吉 (Jin Kichi),Japanese Restaurant,73 Heath St,GB,London,United Kingdom,,2079,"['73 Heath St', 'London', 'Greater London', ' NW3', 'United Kingdom']","[{'label': 'display', 'lat': 51.557211, 'lng': -0.17837}]",51.557211,-0.17837,,NW3,Greater London,4b0e428af964a5206d5623e3,40.0,Moderate,2.0,9.2
8161,8161,The Salusbury Foodstore,Italian Restaurant,56 Salusbury Rd,GB,London,United Kingdom,,987,"['56 Salusbury Rd', 'London', 'Greater London', 'NW6 6NN', 'United Kingdom']","[{'label': 'display', 'lat': 51.53580681982883, 'lng': -0.205461152910843}]",51.53580681982883,-0.20546115291084305,,NW6 6NN,Greater London,4c0b8b1affb8c9b620626d61,16.0,Moderate,2.0,7.5
8162,8162,Thai Rice,Thai Restaurant,239 Elgin Avenue,GB,Maida Vale,United Kingdom,,1395,"['239 Elgin Avenue', 'Maida Vale', 'Greater London', 'W9 1NJ', 'United Kingdom']","[{'label': 'display', 'lat': 51.530051654587446, 'lng': -0.18592492590859583}]",51.53005165458745,-0.18592492590859586,,W9 1NJ,Greater London,4af75b73f964a520b50822e3,17.0,Cheap,1.0,7.9
8163,8163,Mosob,Ethiopian Restaurant,339 Harrow Rd,GB,London,United Kingdom,at Woodfield Pl,1993,"['339 Harrow Rd (at Woodfield Pl)', 'London', 'Greater London', 'W9 3RB', 'United Kingdom']","[{'label': 'display', 'lat': 51.5239665827367, 'lng': -0.20083993257849977}]",51.52396658273671,-0.20083993257849966,,W9 3RB,Greater London,4ade3574f964a520f07321e3,54.0,Moderate,2.0,8.7
8164,8164,Fiddie's Italian Kitchen,Italian Restaurant,13 New College Parade,GB,London,United Kingdom,Finchley Road,1265,"['13 New College Parade (Finchley Road)', 'London', 'Greater London', 'NW3 5EP', 'United Kingdom']","[{'label': 'display', 'lat': 51.545326669108995, 'lng': -0.17725266672598197}]",51.545326669109,-0.17725266672598194,,NW3 5EP,Greater London,564c5cfc498e1903a30e871c,9.0,Moderate,2.0,7.7
8167,8167,Banana Tree Canteen,Thai Restaurant,237-239 West End Ln,GB,West Hampstead,United Kingdom,,930,"['237-239 West End Ln', 'West Hampstead', 'Greater London', 'NW6 1XN', 'United Kingdom']","[{'label': 'display', 'lat': 51.54957786428573, 'lng': -0.19149680182870496}]",51.549577864285716,-0.19149680182870496,,NW6 1XN,Greater London,4c8a91e1a92fa0939e8692bf,18.0,Cheap,1.0,7.5
8170,8170,The Good Earth,Chinese Restaurant,,GB,Barnet,United Kingdom,,758,"['Barnet', 'Greater London', 'NW 7 4', 'United Kingdom']","[{'label': 'display', 'lat': 51.61696051473806, 'lng': -0.24528202455772874}]",51.61696051473806,-0.24528202455772874,,NW 7 4,Greater London,4beee8ed3686c9b6122e256e,7.0,Cheap,1.0,7.5
8174,8174,Sunny Hill Cafe,Restaurant,Sunny Hill Park,GB,Hendon,United Kingdom,Watford Way,1863,"['Sunny Hill Park (Watford Way)', 'Hendon', 'Greater London', 'NW4 4XA', 'United Kingdom']","[{'label': 'display', 'lat': 51.59824477819324, 'lng': -0.23176716393010416}]",51.598244778193255,-0.23176716393010416,,NW4 4XA,Greater London,4ca72d7044a8224bc1480a40,6.0,Cheap,1.0,8.4
8190,8190,Day of the Raj,Indian Restaurant,Mill hill broadway,GB,London,United Kingdom,,704,"['Mill hill broadway', 'London', 'Greater London', 'NW7 3TG', 'United Kingdom']","[{'label': 'display', 'lat': 51.616012411559346, 'lng': -0.24487245402495822}]",51.61601241155935,-0.24487245402495825,,NW7 3TG,Greater London,4b33c74af964a520fb1e25e3,3.0,Moderate,2.0,6.5
8191,8191,Prezzo,Italian Restaurant,97-101 The Broadway,GB,Mill Hill,United Kingdom,,730,"['97-101 The Broadway', 'Mill Hill', 'Greater London', 'NW7 3TG', 'United Kingdom']","[{'label': 'display', 'lat': 51.61546785310221, 'lng': -0.24536651471741924}]",51.61546785310221,-0.24536651471741924,,NW7 3TG,Greater London,4ee8a5ef9a52792fdcba8185,6.0,Moderate,2.0,6.5
8197,8197,El Vaquero,Argentinian Restaurant,Hale Lane,GB,London,United Kingdom,Mill Hill Broadway,1097,"['Hale Lane (Mill Hill Broadway)', 'London', 'Greater London', ' NW7', 'United Kingdom']","[{'label': 'display', 'lat': 51.61389852770711, 'lng': -0.2506337473941081}]",51.61389852770711,-0.2506337473941081,,NW7,Greater London,4eff7b8e9adffb90ccb2e99d,14.0,Moderate,2.0,6.3
8198,8198,Jun Ming Xuan,Chinese Restaurant,28 Heritage Ave,GB,London,United Kingdom,Beaufort Park,2238,"['28 Heritage Ave (Beaufort Park)', 'London', 'Greater London', 'NW9 5GE', 'United Kingdom']","[{'label': 'display', 'lat': 51.59540907272143, 'lng': -0.24293487307076825}]",51.59540907272143,-0.24293487307076825,,NW9 5GE,Greater London,4daf2c390437710b81446ef0,11.0,Cheap,1.0,6.7
8209,8209,Metro Piazza,Italian Restaurant,,GB,Greater London,United Kingdom,,1307,"['Greater London', 'United Kingdom']","[{'label': 'display', 'lat': 51.605025, 'lng': -0.224537}]",51.605025,-0.224537,,,Greater London,4c46d2d9972c0f4704c52121,6.0,Moderate,2.0,5.7
8214,8214,The Jolly Badger (Harvester),English Restaurant,128 Hale Lane,GB,Edgware,United Kingdom,,1782,"['128 Hale Lane', 'Edgware', 'Greater London', 'HA8 9RZ', 'United Kingdom']","[{'label': 'display', 'lat': 51.61694137177336, 'lng': -0.2604184402377259}]",51.61694137177336,-0.2604184402377259,,HA8 9RZ,Greater London,4c72a65f0e23b1f7ef4d1edc,14.0,,,5.6
8215,8215,KFC,Fast Food Restaurant,Apex Corner,GB,Greater London,United Kingdom,Northway Circus,1654,"['Apex Corner (Northway Circus)', 'Greater London', ' NW7', 'United Kingdom']","[{'label': 'display', 'lat': 51.62163525277895, 'lng': -0.25616207089053455}]",51.62163525277895,-0.2561620708905345,,NW7,Greater London,4bf6e3b313aed13a0467eaf7,10.0,Cheap,1.0,5.4
8226,8226,Gogi,Korean Restaurant,451 Edgware Rd,GB,London,United Kingdom,,835,"['451 Edgware Rd', 'London', 'Greater London', 'W2 1TH', 'United Kingdom']","[{'label': 'display', 'lat': 51.524365, 'lng': -0.176848}]",51.524365,-0.176848,,W2 1TH,Greater London,50d4bcd0e4b08c309dc5596d,16.0,Moderate,2.0,8.5
8231,8231,Chayada Thai,Thai Restaurant,103 Boundary Road,GB,London,United Kingdom,,1156,"['103 Boundary Road', 'London', 'Greater London', 'NW8 0RG', 'United Kingdom']","[{'label': 'display', 'lat': 51.53724822561112, 'lng': -0.18529088084904213}]",51.537248225611116,-0.18529088084904213,,NW8 0RG,Greater London,54e792de498ed1a732e095d4,12.0,Moderate,2.0,9.0
8239,8239,Dinings,Japanese Restaurant,22 Harcourt St,GB,City of Westminster,United Kingdom,,1342,"['22 Harcourt St', 'City of Westminster', 'Greater London', 'W1H 4HH', 'United Kingdom']","[{'label': 'display', 'lat': 51.519931614672714, 'lng': -0.16469936059010898}]",51.51993161467272,-0.16469936059010898,,W1H 4HH,Greater London,4b868071f964a520e38c31e3,96.0,Moderate,2.0,9.0
8240,8240,TwoTwentyTwo Bar & Restaurant,Restaurant,222 Marylebone Rd,GB,London,United Kingdom,,1270,"['222 Marylebone Rd', 'London', 'Greater London', 'NW1 6JQ', 'United Kingdom']","[{'label': 'display', 'lat': 51.521492822441054, 'lng': -0.1620286748549952}]",51.52149282244106,-0.1620286748549952,,NW1 6JQ,Greater London,4ac518bcf964a52068a220e3,11.0,Expensive,3.0,8.7
8242,8242,Phoenix Palace,Chinese Restaurant,5-9 Glentworth St,GB,London,United Kingdom,,1318,"['5-9 Glentworth St', 'London', 'Greater London', 'NW1 5PG', 'United Kingdom']","[{'label': 'display', 'lat': 51.52238876204859, 'lng': -0.15898481841155893}]",51.5223887620486,-0.15898481841155893,,NW1 5PG,Greater London,4aed6e21f964a5209ccd21e3,62.0,Very Expensive,4.0,8.8
8255,8255,Briciole,Italian Restaurant,20 Homer St,GB,Marylebone,United Kingdom,,1450,"['20 Homer St', 'Marylebone', 'Greater London', 'W1H 4NA', 'United Kingdom']","[{'label': 'display', 'lat': 51.5190634636258, 'lng': -0.1639875631327137}]",51.51906346362579,-0.1639875631327137,,W1H 4NA,Greater London,4f35712de4b064bef38d8eca,54.0,Moderate,2.0,8.8
8256,8256,Kateh,Persian Restaurant,5 Warwick Pl,GB,London,United Kingdom,,1310,"['5 Warwick Pl', 'London', 'Greater London', 'W9 2PX', 'United Kingdom']","[{'label': 'display', 'lat': 51.52206196657754, 'lng': -0.18374880656798218}]",51.52206196657754,-0.18374880656798206,Little Venice,W9 2PX,Greater London,4d72a2704ab5224b0168c297,34.0,Moderate,2.0,8.5
8260,8260,The Summer House,Restaurant,60 Blomfield Rd,GB,City of Westminster,United Kingdom,,1422,"['60 Blomfield Rd', 'City of Westminster', 'Greater London', 'W9 2PA', 'United Kingdom']","[{'label': 'display', 'lat': 51.52209856126698, 'lng': -0.18622311571984448}]",51.522098561266965,-0.18622311571984448,,W9 2PA,Greater London,4bbf88d0abf49521c4cebd93,50.0,Moderate,2.0,8.6
8261,8261,Ekin,Turkish Restaurant,240 Belsize Rd,GB,London,United Kingdom,,1551,"['240 Belsize Rd', 'London', 'Greater London', 'NW6 4BT', 'United Kingdom']","[{'label': 'display', 'lat': 51.53847193817592, 'lng': -0.1908383750271407}]",51.538471938175924,-0.1908383750271407,,NW6 4BT,Greater London,4c68000a1c91a593c0ccee07,7.0,Moderate,2.0,9.0
8266,8266,The Waterway,Restaurant,54 Formosa St,GB,Maida Vale,United Kingdom,,1453,"['54 Formosa St', 'Maida Vale', 'Greater London', 'W9 2JU', 'United Kingdom']","[{'label': 'display', 'lat': 51.522766435032736, 'lng': -0.18780482917712882}]",51.52276643503274,-0.1878048291771288,,W9 2JU,Greater London,4ac518e1f964a52065aa20e3,88.0,Expensive,3.0,8.6
8269,8269,OPSO,Greek Restaurant,10 Paddington St,GB,London,United Kingdom,at Nottingham St,1744,"['10 Paddington St (at Nottingham St)', 'London', 'Greater London', 'W1U 5QL', 'United Kingdom']","[{'label': 'display', 'lat': 51.520784, 'lng': -0.152891}]",51.520784,-0.152891,,W1U 5QL,Greater London,53ad4446498e59958f1d8678,246.0,Moderate,2.0,9.3
8275,8275,L'Absinthe,French Restaurant,40 Chalcot Rd,GB,London,United Kingdom,,1587,"['40 Chalcot Rd', 'Camden', 'Greater London', 'NW1 8LS', 'United Kingdom']","[{'label': 'display', 'lat': 51.54033426060605, 'lng': -0.15417587085272796}]",51.54033426060605,-0.15417587085272794,,NW1 8LS,Greater London,4c2dc8c3987f20a1cff049aa,15.0,Moderate,2.0,8.6
8276,8276,Lemonia,Greek Restaurant,89 Regent's Park Rd,GB,London,United Kingdom,,1549,"[""89 Regent's Park Rd"", 'London', 'Greater London', 'NW1 8UY', 'United Kingdom']","[{'label': 'display', 'lat': 51.541581740414706, 'lng': -0.15690223909850906}]",51.54158174041471,-0.15690223909850906,,NW1 8UY,Greater London,4ac518d6f964a52020a820e3,64.0,Moderate,2.0,8.5
8289,8289,Chiltern Firehouse,Modern European Restaurant,1 Chiltern St,GB,London,United Kingdom,,1823,"['1 Chiltern St', 'London', 'Greater London', 'W1U 7PA', 'United Kingdom']","[{'label': 'display', 'lat': 51.518618807962646, 'lng': -0.1548353316626099}]",51.518618807962646,-0.1548353316626099,,W1U 7PA,Greater London,5305f35711d21b05c826da58,231.0,Expensive,3.0,9.1
8291,8291,Fischer's,Austrian Restaurant,50 Marylebone High St,GB,London,United Kingdom,,1751,"['50 Marylebone High St', 'London', 'Greater London', 'W1U 5HN', 'United Kingdom']","[{'label': 'display', 'lat': 51.521616152908265, 'lng': -0.15166418707800133}]",51.52161615290826,-0.15166418707800133,,W1U 5HN,Greater London,5387349c498ec1985aac953c,52.0,Moderate,2.0,8.8
8292,8292,Carousel,Restaurant,71 Blandford St,GB,London,United Kingdom,,1813,"['71 Blandford St', 'London', 'Greater London', 'W1U 8AB', 'United Kingdom']","[{'label': 'display', 'lat': 51.51799163692346, 'lng': -0.15635577459019376}]",51.517991636923455,-0.15635577459019376,,W1U 8AB,Greater London,53f62a59498ea58f17690a49,6.0,Moderate,2.0,8.9
8298,8298,Paramount Lebanese Kitchen,Lebanese Restaurant,26 London St,GB,London,United Kingdom,,1715,"['26 London St', 'London', 'Greater London', 'W2 1HH', 'United Kingdom']","[{'label': 'display', 'lat': 51.515873, 'lng': -0.17472}]",51.515873,-0.17472,City of Westminster,W2 1HH,Greater London,5af37589364d970039c2751c,5.0,,,8.5
8310,8310,The Providores & Tapa Room,Tapas Restaurant,109 Marylebone High St,GB,Marylebone,United Kingdom,,1936,"['109 Marylebone High St', 'Marylebone', 'Greater London', 'W1U 4RX', 'United Kingdom']","[{'label': 'display', 'lat': 51.518971, 'lng': -0.151822}]",51.518971,-0.151822,"Marylebone, London, Greater London",W1U 4RX,Greater London,4ac518bff964a5202ba320e3,189.0,Expensive,3.0,8.9
8311,8311,Colbeh Restaurant,Persian Restaurant,6 Porchester Pl,GB,Paddington,United Kingdom,,1878,"['6 Porchester Pl', 'Paddington', 'Greater London', 'W2 2BS', 'United Kingdom']","[{'label': 'display', 'lat': 51.514797985232526, 'lng': -0.16514838878436164}]",51.51479798523253,-0.16514838878436164,,W2 2BS,Greater London,4b69ead9f964a52007bc2be3,82.0,,,8.7
8315,8315,Royal China,Chinese Restaurant,24-26 Baker St,GB,London,United Kingdom,,1871,"['24-26 Baker St', 'London', 'Greater London', 'W1U 3BZ', 'United Kingdom']","[{'label': 'display', 'lat': 51.51772063160324, 'lng': -0.15553187712767852}]",51.51772063160324,-0.15553187712767852,,W1U 3BZ,Greater London,4ae19e98f964a520718621e3,113.0,Moderate,2.0,8.7
8326,8326,Ciao Bella,Italian Restaurant,95 South St.,GB,Romford,United Kingdom,,633,"['95 South St.', 'Romford', 'Greater London', 'RM1 1NX', 'United Kingdom']","[{'label': 'display', 'lat': 51.576103164474695, 'lng': 0.18281945165769764}]",51.57610316447471,0.18281945165769764,,RM1 1NX,Greater London,4bf70cfdc07c9c74b690bbef,4.0,Moderate,2.0,7.5
8339,8339,McDonald's,Fast Food Restaurant,Mercury Gdns,GB,Romford,United Kingdom,,278,"['Mercury Gdns', 'Romford', 'Greater London', 'RM1 3EE', 'United Kingdom']","[{'label': 'display', 'lat': 51.57940979512343, 'lng': 0.1853771656966463}]",51.57940979512343,0.1853771656966463,,RM1 3EE,Greater London,4d86fad7ae3b5941b8ff26d0,1.0,Cheap,1.0,6.6
8341,8341,Braza,Brazilian Restaurant,1a Exchange Pl,GB,Romford,United Kingdom,,620,"['1a Exchange Pl', 'Romford', 'Greater London', 'RM1 1RS', 'United Kingdom']","[{'label': 'display', 'lat': 51.576343855312615, 'lng': 0.1817600019889725}]",51.576343855312615,0.1817600019889725,,RM1 1RS,Greater London,4ed2364930f81894b07a10da,7.0,Moderate,2.0,6.5
8343,8343,Frankie & Benny's,American Restaurant,"Unit FR2, The Brewery",GB,Romford,United Kingdom,,795,"['Unit FR2, The Brewery', 'Romford', 'Greater London', 'RM1 1AU', 'United Kingdom']","[{'label': 'display', 'lat': 51.5750032, 'lng': 0.1801576}]",51.5750032,0.1801576,,RM1 1AU,Greater London,4ba61b83f964a5200e3439e3,10.0,Moderate,2.0,6.7
8356,8356,Burger King,Fast Food Restaurant,272 Hornchurch Rd,GB,Hornchurch,United Kingdom,,1938,"['272 Hornchurch Rd', 'Hornchurch', 'Greater London', 'RM11 1PZ', 'United Kingdom']","[{'label': 'display', 'lat': 51.56534022348072, 'lng': 0.19334657709003378}]",51.56534022348072,0.19334657709003367,,RM11 1PZ,Greater London,4adcbef1f964a5205a2f21e3,0.0,Cheap,1.0,6.6
8369,8369,Raphael's Restaurant,Turkish Restaurant,43 Main Road,GB,Romford,United Kingdom,,680,"['43 Main Road', 'Romford', 'Greater London', 'RM2 5EB', 'United Kingdom']","[{'label': 'display', 'lat': 51.5846708440127, 'lng': 0.19259040754869336}]",51.5846708440127,0.19259040754869336,,RM2 5EB,Greater London,5472fc59498ea81a4849f96b,2.0,Moderate,2.0,
8379,8379,KFC,Fast Food Restaurant,,GB,,United Kingdom,,2431,['United Kingdom'],"[{'label': 'display', 'lat': 51.593083493255136, 'lng': 0.21400997455923573}]",51.593083493255136,0.21400997455923573,,,,56608079498e2a648128426c,3.0,Cheap,1.0,5.6
